A/C No	 Balance
4496	309141.34
4497	383281.09
4498	254378.27
4499	454431.47
4500	220728.64
4501	10298.61
4502	135894.92
4503	348029.12
4504	103075.19
4505	9309.49
4506	50067.00
4507	239244.02
4508	133895.05
4509	14245.43
4510	77640.01
4511	101455.00
4512	65906.75
4513	18552.04
4514	179663.11
4515	57971.90
4516	9163.65
4517	330163.00
4518	2645.48
4519	157085.34
4520	161277.34
4521	113963.77
4522	134179.52
4523	49706.59
4524	43623.24
4525	139330.66
4526	26087.96
4527	259709.97
4528	152159.84
4529	151069.80
4530	84054.15
4531	225.43
4532	54450.12
4533	114396.95
4534	131375.23
4535	414945.03
4536	173178.42
4537	509567.84
4538	64604.30
4539	136072.38
4540	215631.25
4541	182343.58
4542	348921.72
4543	292274.47
4544	179099.31
4545	346337.72
4546	148919.28
4547	109611.02
4548	481531.12
4549	7667.94
4550	216113.44
4551	44498.69
4552	15530.31
4553	108043.49
4554	199440.36
4555	99027.10
4556	278566.19
4557	205189.70
4558	80066.32
4559	205802.09
4560	53534.41
4561	169485.59
4562	153381.09
4563	20395.87
4564	159079.12
4565	75099.14
4566	230092.42
4567	109225.88
4568	134726.02
4569	20187.12
4570	329088.12
4571	346766.62
4572	205968.36
4573	23300.13
4574	205733.12
4575	210540.23
4576	281538.09
4577	173924.84
4578	9298.03
4579	40301.70
4580	95429.71
4581	34979.36
4582	36729.10
4583	171678.19
4584	23301.05
4585	201943.41
4586	105163.18
4587	3240.30
4588	79625.95
4589	271542.28
4590	170827.58
4591	27450.81
4592	122487.47
4593	218233.38
4594	288340.91
4595	89210.23
4596	131288.83
4597	179426.27
4598	369836.09
4599	32042.78
4600	184796.27
4601	46704.35
4602	166277.89
4603	107382.23
4604	186359.62
4605	45240.48
4606	345826.59
4607	55493.07
4608	133629.89
4609	101013.48
4610	52643.94
4611	3774.94
4612	20860.46
4613	383087.06
4614	161178.55
4615	94556.62
4616	204499.44
4617	130199.91
4618	290805.00
4619	280555.09
4620	243491.17
4621	61478.96
4622	127139.84
4623	216029.94
4624	47150.91
4625	129890.48
4626	290593.47
4627	174971.12
4628	325661.59
4629	29811.26
4630	100330.93
4631	80546.90
4632	36524.47
4633	59837.78
4634	5874.08
4635	85115.59
4636	90379.85
4637	115037.19
4638	105094.17
4639	62170.91
4640	248143.39
4641	253175.80
4642	322597.09
4643	92166.40
4644	121913.77
4645	356412.09
4646	37784.21
4647	133048.52
4648	224190.20
4649	32987.98
4650	164689.03
4651	7106.67
4652	86433.64
4653	148833.83
4654	54392.49
4655	99895.91
4656	45193.70
4657	24132.79
4658	221249.09
4659	158438.08
4660	10159.43
4661	32580.07
4662	118599.72
4663	83680.57
4664	59664.28
4665	151080.81
4666	133428.09
4667	128055.70
4668	7065.94
4669	119134.69
4670	27277.05
4671	296557.53
4672	20155.08
4673	176340.08
4674	357859.09
4675	67316.45
4676	61028.48
4677	54018.64
4678	191194.92
4679	106925.66
4680	132486.14
4681	185202.75
4682	121382.02
4683	274752.91
4684	56837.79
4685	161457.58
4686	41432.77
4687	282036.06
4688	25099.81
4689	158672.03
4690	186537.88
4691	93209.12
4692	192457.56
4693	48001.52
4694	146998.19
4695	54511.05
4696	122495.62
4697	7287.44
4698	36709.21
4699	275001.25
4700	42178.66
4701	61695.88
4702	145739.23
4703	106840.19
4704	122169.99
4705	102551.35
4706	62188.80
4707	308948.41
4708	4476.51
4709	175736.53
4710	50800.19
4711	272342.50
4712	428204.16
4713	62359.02
4714	53760.00
4715	244507.41
4716	190591.02
4717	115153.72
4718	151565.14
4719	429002.53
4720	233951.11
4721	130793.78
4722	353660.25
4723	5217.63
4724	42233.07
4725	255409.25
4726	38806.26
4727	103292.90
4728	5772.67
4729	216144.62
4730	150311.16
4731	4113.83
4732	225.58
4733	259209.39
4734	173077.06
4735	38438.91
4736	152097.45
4737	64194.18
4738	23971.36
4739	82896.89
4740	85470.98
4741	132800.70
4742	318305.56
4743	5220.76
4744	247852.31
4745	263582.78
4746	181819.69
4747	407.91
4748	253944.95
4749	158530.31
4750	176608.88
4751	292774.12
4752	141779.19
4753	387255.53
4754	113907.41
4755	170649.92
4756	89552.24
4757	146621.03
4758	3194.61
4759	187828.59
4760	213195.11
4761	144683.94
4762	174484.72
4763	308420.84
4764	43778.26
4765	101010.28
4766	82763.59
4767	29238.29
4768	230430.11
4769	99039.06
4770	446212.06
4771	115429.33
4772	243490.12
4773	165695.45
4774	425346.66
4775	14765.05
4776	40801.84
4777	270556.28
4778	274869.31
4779	255178.08
4780	156997.23
4781	306668.50
4782	101063.13
4783	126569.81
4784	23985.91
4785	24535.53
4786	103206.58
4787	103890.53
4788	66829.79
4789	145464.33
4790	236275.55
4791	34391.59
4792	257690.34
4793	52697.98
4794	89838.41
4795	20676.08
4796	63879.61
4797	97654.61
4798	93121.55
4799	399706.16
4800	20973.98
4801	217851.27
4802	2167.39
4803	143244.53
4804	200788.23
4805	301825.12
4806	189122.53
4807	178989.19
4808	224273.33
4809	12899.60
4810	157749.55
4811	185713.86
4812	226316.20
4813	151781.20
4814	517374.50
4815	160041.28
4816	82315.95
4817	106439.20
4818	193764.88
4819	62159.20
4820	218752.62
4821	164472.47
4822	135458.27
4823	2799.76
4824	116890.59
4825	391734.69
4826	157913.88
4827	129346.27
4828	292338.41
4829	82910.70
4830	121687.41
4831	15714.03
4832	44239.89
4833	5591.26
4834	73155.58
4835	186072.14
4836	93704.53
4837	29343.63
4838	215822.92
4839	379041.19
4840	92141.73
4841	78756.24
4842	356426.03
4843	261526.83
4844	65423.32
4845	199783.47
4846	56215.96
4847	536511.88
4848	108577.71
4849	178566.56
4850	279938.62
4851	136906.58
4852	259585.92
4853	13740.48
4854	351093.81
4855	129440.22
4856	177624.03
4857	169150.30
4858	27754.59
4859	38944.15
4860	352930.91
4861	86721.64
4862	120655.31
4863	58232.77
4864	117897.97
4865	74674.78
4866	121259.37
4867	1262.56
4868	286007.41
4869	1867.83
4870	118819.58
4871	29527.80
4872	236567.17
4873	72777.30
4874	253588.09
4875	76915.61
4876	187233.91
4877	4926.10
4878	23328.42
4879	77027.39
4880	89678.22
4881	181644.61
4882	119553.45
4883	61778.15
4884	97316.19
4885	126104.35
4886	35684.29
4887	57703.03
4888	8001.35
4889	17652.61
4890	207573.84
4891	89230.77
4892	182203.38
4893	162004.41
4894	206283.97
4895	60454.68
4896	217153.00
4897	177820.20
4898	239609.64
4899	29844.29
4900	179048.28
4901	141397.16
4902	79740.19
4903	289154.94
4904	75149.55
4905	268888.16
4906	172286.95
4907	77367.61
4908	39502.98
4909	4523.47
4910	223988.14
4911	198271.03
4912	23197.98
4913	59642.35
4914	182748.73
4915	143651.92
4916	244692.94
4917	394203.34
4918	12767.61
4919	309087.31
4920	56943.29
4921	37521.70
4922	82308.18
4923	100194.87
4924	256535.83
4925	230680.70
4926	267814.53
4927	225193.73
4928	207590.28
4929	50208.56
4930	81650.23
4931	220983.25
4932	397772.94
4933	269814.44
4934	193434.91
4935	13936.26
4936	167109.80
4937	300511.25
4938	43124.41
4939	290041.06
4940	26557.56
4941	12089.92
4942	89296.40
4943	200608.19
4944	5267.64
4945	125772.69
4946	55793.99
4947	305758.16
4948	7735.05
4949	339450.06
4950	75182.55
4951	27428.30
4952	442303.56
4953	453258.06
4954	158289.00
4955	255480.98
4956	183029.17
4957	56121.49
4958	112287.55
4959	269953.91
4960	231766.31
4961	16120.98
4962	46810.09
4963	36442.71
4964	120161.59
4965	113826.70
4966	98090.35
4967	3756.10
4968	112024.78
4969	56647.30
4970	95889.75
4971	64100.28
4972	76604.80
4973	297887.00
4974	16702.83
4975	220393.39
4976	70304.51
4977	31084.63
4978	22913.59
4979	233962.95
4980	117793.55
4981	39220.16
4982	19663.82
4983	9593.67
4984	79815.77
4985	186462.80
4986	152083.73
4987	188760.81
4988	182697.36
4989	117281.00
4990	384804.69
4991	112565.45
4992	6968.37
4993	61527.24
4994	109899.68
4995	116586.38
4996	91522.52
4997	67968.66
4998	104421.53
4999	14902.11
5000	472771.22
5001	94180.51
5002	17312.91
5003	30855.00
5004	5374.26
5005	237301.42
5006	267777.94
5007	4851.73
5008	426537.72
5009	328256.81
5010	109809.66
5011	91314.16
5012	36826.49
5013	111964.45
5014	158687.52
5015	69264.06
5016	59944.74
5017	112525.91
5018	157397.27
5019	82706.21
5020	18089.42
5021	372607.91
5022	13434.19
5023	110916.98
5024	54854.90
5025	83724.87
5026	21856.13
5027	228762.73
5028	75201.39
5029	20501.09
5030	15933.73
5031	179803.47
5032	314639.84
5033	345480.78
5034	15826.05
5035	55534.29
5036	114308.66
5037	8298.83
5038	409083.25
5039	60987.43
5040	198197.55
5041	88914.55
5042	49957.55
5043	75968.02
5044	162822.70
5045	74845.93
5046	361468.72
5047	279412.78
5048	73642.22
5049	107740.56
5050	73763.44
5051	57842.76
5052	171650.98
5053	29858.45
5054	575031.12
5055	476827.06
5056	313320.16
5057	56758.45
5058	118259.44
5059	2431.93
5060	40885.41
5061	157627.23
5062	336922.34
5063	107359.23
5064	268849.34
5065	11089.81
5066	214135.89
5067	14370.44
5068	8371.37
5069	20145.45
5070	23283.10
5071	245743.11
5072	168312.55
5073	140934.41
5074	190637.19
5075	137751.55
5076	7744.42
5077	36390.27
5078	306047.81
5079	54195.16
5080	14386.59
5081	187976.06
5082	266118.59
5083	174580.83
5084	231477.83
5085	202009.33
5086	129298.62
5087	135685.11
5088	244304.58
5089	138432.09
5090	172156.69
5091	446910.50
5092	24566.16
5093	192958.69
5094	38393.36
5095	306361.41
5096	65320.86
5097	521616.28
5098	119086.19
5099	146089.44
5100	147689.55
5101	82425.52
5102	17958.50
5103	152770.83
5104	58774.67
5105	576047.00
5106	220941.41
5107	11177.77
5108	119026.66
5109	776987.44
5110	535099.31
5111	5645.56
5112	81149.89
5113	44379.70
5114	16581.78
5115	421313.19
5116	55662.45
5117	113812.88
5118	251516.38
5119	108214.01
5120	396241.47
5121	254300.12
5122	64185.82
5123	39323.45
5124	191864.31
5125	278519.38
5126	453997.41
5127	278011.81
5128	195321.05
5129	326128.22
5130	382743.78
5131	81454.49
5132	446793.88
5133	230601.72
5134	110794.45
5135	19563.03
5136	39588.92
5137	223478.09
5138	187735.70
5139	101691.31
5140	137380.83
5141	209336.70
5142	933.41
5143	94750.95
5144	13606.25
5145	217070.22
5146	72999.93
5147	56446.55
5148	414117.03
5149	276006.28
5150	202634.81
5151	21558.82
5152	30750.66
5153	46584.86
5154	103888.88
5155	15352.31
5156	66062.89
5157	14191.21
5158	232629.41
5159	128434.11
5160	216181.70
5161	9698.54
5162	331929.38
5163	167782.70
5164	14392.10
5165	7196.46
5166	188718.52
5167	66290.42
5168	204650.20
5169	30914.22
5170	454879.06
5171	269618.22
5172	76007.66
5173	357115.97
5174	351964.31
5175	212980.52
5176	295369.94
5177	257237.86
5178	39997.55
5179	260247.64
5180	17753.92
5181	5900.56
5182	88043.59
5183	72353.61
5184	14406.39
5185	97465.08
5186	166563.06
5187	164588.88
5188	217846.38
5189	202917.27
5190	45994.72
5191	55942.44
5192	27159.84
5193	110759.52
5194	374050.22
5195	163320.97
5196	147702.41
5197	349555.72
5198	98726.87
5199	105642.80
5200	343588.22
5201	231481.92
5202	314690.72
5203	433084.09
5204	8782.13
5205	358861.81
5206	42258.48
5207	43207.92
5208	14005.44
5209	9524.69
5210	239394.39
5211	207105.61
5212	356889.09
5213	14139.37
5214	290925.97
5215	259077.52
5216	205363.55
5217	229322.05
5218	10739.61
5219	32503.22
5220	181036.67
5221	170156.92
5222	19194.77
5223	160753.14
5224	53129.50
5225	9556.22
5226	42684.12
5227	179665.25
5228	20179.63
5229	113548.88
5230	26707.36
5231	167754.70
5232	235431.42
5233	1533.94
5234	128675.56
5235	365906.25
5236	57168.59
5237	101549.97
5238	256331.98
5239	126011.08
5240	264451.50
5241	37087.32
5242	136630.09
5243	317616.03
5244	39701.27
5245	6375.22
5246	21765.95
5247	3012.53
5248	393735.81
5249	63101.89
5250	97277.55
5251	58004.45
5252	197594.08
5253	140063.41
5254	87636.56
5255	278859.75
5256	3059.04
5257	142128.95
5258	172400.19
5259	147810.12
5260	397091.75
5261	462208.75
5262	266016.09
5263	444225.47
5264	58244.79
5265	90782.42
5266	349593.19
5267	149745.03
5268	75273.22
5269	325971.25
5270	469501.53
5271	17177.19
5272	287407.19
5273	38755.05
5274	320869.31
5275	181145.16
5276	896.79
5277	14403.95
5278	115642.37
5279	5039.82
5280	142997.78
5281	116378.27
5282	64708.50
5283	12563.98
5284	93532.03
5285	280243.16
5286	94583.84
5287	3200.58
5288	82852.34
5289	214633.77
5290	367047.16
5291	191572.45
5292	115355.48
5293	78286.06
5294	166286.75
5295	216917.41
5296	108586.21
5297	104817.52
5298	174711.20
5299	71311.34
5300	180474.77
5301	400844.09
5302	160565.27
5303	385301.69
5304	208089.14
5305	89648.15
5306	15798.59
5307	87904.15
5308	19397.42
5309	138907.09
5310	4052.94
5311	235815.78
5312	349787.16
5313	94187.48
5314	238823.06
5315	167385.25
5316	230959.75
5317	516654.22
5318	132842.72
5319	56424.59
5320	95966.93
5321	13305.71
5322	327731.38
5323	26470.81
5324	211618.88
5325	214434.97
5326	62386.70
5327	23501.73
5328	5206.86
5329	19549.36
5330	326485.16
5331	75828.95
5332	123928.13
5333	68166.32
5334	57671.83
5335	104829.81
5336	25921.02
5337	102948.87
5338	109730.35
5339	187475.41
5340	161597.20
5341	147319.66
5342	66660.98
5343	93812.88
5344	182691.48
5345	134590.55
5346	251339.80
5347	184115.73
5348	134054.92
5349	39675.74
5350	21429.73
5351	242388.02
5352	264502.88
5353	207093.16
5354	26382.78
5355	78892.95
5356	158594.14
5357	1437.79
5358	223248.38
5359	112764.71
5360	7412.26
5361	41943.77
5362	534.70
5363	32947.52
5364	123486.72
5365	61198.71
5366	120626.61
5367	162132.62
5368	461653.34
5369	126865.61
5370	231134.16
5371	76304.05
5372	250000.52
5373	234104.33
5374	202298.66
5375	33279.45
5376	72074.04
5377	10431.24
5378	394804.22
5379	270130.19
5380	181016.83
5381	51448.07
5382	171589.56
5383	176746.11
5384	282123.38
5385	68726.48
5386	125774.12
5387	13829.04
5388	209566.83
5389	180962.59
5390	290859.28
5391	74481.60
5392	32538.78
5393	216452.81
5394	125770.41
5395	65353.39
5396	37188.72
5397	194450.28
5398	100225.48
5399	226404.97
5400	9120.83
5401	240862.41
5402	29784.51
5403	104633.91
5404	203380.16
5405	206667.91
5406	6988.35
5407	191313.67
5408	89690.54
5409	18987.82
5410	232811.19
5411	125445.84
5412	192014.62
5413	132662.42
5414	9747.01
5415	32500.38
5416	138135.48
5417	28617.56
5418	290423.56
5419	266376.81
5420	309729.84
5421	48868.92
5422	115008.25
5423	45891.99
5424	212406.83
5425	192497.59
5426	26165.61
5427	113606.78
5428	171492.06
5429	138719.98
5430	252200.50
5431	35675.18
5432	463438.06
5433	22909.87
5434	29851.64
5435	165920.98
5436	9685.67
5437	286324.28
5438	51318.05
5439	40474.76
5440	156726.44
5441	57883.48
5442	51485.41
5443	340483.81
5444	18837.31
5445	60785.41
5446	44016.12
5447	366040.75
5448	18854.45
5449	20969.03
5450	113149.77
5451	179533.84
5452	351644.28
5453	135838.69
5454	186898.52
5455	3537.41
5456	33496.69
5457	270466.69
5458	7327.90
5459	85484.47
5460	188878.05
5461	151096.08
5462	46704.63
5463	32515.31
5464	499856.97
5465	317937.75
5466	75096.53
5467	386099.59
5468	65681.27
5469	35232.21
5470	293543.19
5471	170970.45
5472	761.95
5473	14329.92
5474	266495.62
5475	157249.73
5476	51509.60
5477	6559.24
5478	145075.73
5479	65285.97
5480	62565.48
5481	124433.95
5482	39351.42
5483	27832.58
5484	74026.14
5485	1497.35
5486	163894.72
5487	12766.72
5488	276621.19
5489	179656.64
5490	1890.64
5491	217796.00
5492	145763.58
5493	80760.98
5494	37525.59
5495	26277.05
5496	39538.88
5497	295195.97
5498	233544.30
5499	142243.98
5500	78089.87
5501	421791.72
5502	7270.22
5503	460190.47
5504	127747.56
5505	125539.49
5506	70173.01
5507	6190.15
5508	41948.11
5509	250985.30
5510	334242.16
5511	498805.16
5512	8759.22
5513	245610.70
5514	7317.23
5515	435808.88
5516	379.32
5517	20524.98
5518	135789.22
5519	108235.35
5520	149551.52
5521	52244.02
5522	71457.38
5523	177789.08
5524	22696.09
5525	232625.52
5526	34882.94
5527	397298.22
5528	163510.58
5529	9991.70
5530	207749.56
5531	284864.03
5532	45533.07
5533	93812.20
5534	38249.79
5535	26497.31
5536	22411.53
5537	820075.38
5538	220808.94
5539	13682.60
5540	120572.03
5541	503646.38
5542	145813.12
5543	1716.03
5544	66135.57
5545	155780.08
5546	22207.34
5547	317421.06
5548	258759.25
5549	137385.86
5550	177426.27
5551	73765.88
5552	35316.20
5553	18436.38
5554	57202.27
5555	45420.56
5556	16800.93
5557	361769.25
5558	6112.00
5559	201133.69
5560	177041.09
5561	101212.77
5562	80067.77
5563	298768.00
5564	2703.61
5565	2355.24
5566	324250.38
5567	197458.73
5568	437828.31
5569	102746.44
5570	206522.36
5571	166603.33
5572	89709.88
5573	64330.21
5574	219795.48
5575	84920.98
5576	47036.87
5577	42953.28
5578	270035.72
5579	103347.37
5580	180415.38
5581	198187.53
5582	169754.11
5583	132265.53
5584	33264.70
5585	314541.72
5586	173596.33
5587	208299.34
5588	32682.90
5589	131542.22
5590	39926.08
5591	71181.62
5592	15639.36
5593	101569.49
5594	153555.66
5595	153268.50
5596	26541.56
5597	105294.70
5598	8563.08
5599	128339.66
5600	120415.05
5601	188059.66
5602	271185.53
5603	208313.73
5604	50268.74
5605	3398.01
5606	59452.71
5607	118833.13
5608	74190.38
5609	212231.84
5610	379283.12
5611	216573.59
5612	33807.55
5613	35615.01
5614	118151.62
5615	179828.38
5616	175067.17
5617	26507.89
5618	131300.39
5619	31174.66
5620	490735.00
5621	181310.66
5622	205545.19
5623	83952.05
5624	119513.95
5625	139614.20
5626	237215.09
5627	5860.38
5628	194994.53
5629	7054.71
5630	37920.61
5631	82325.65
5632	373683.22
5633	233652.91
5634	207290.84
5635	12788.15
5636	119766.19
5637	163651.75
5638	17744.61
5639	376365.59
5640	9336.74
5641	21774.06
5642	34602.02
5643	78814.62
5644	26365.13
5645	9078.32
5646	223635.41
5647	92863.46
5648	8521.10
5649	222807.52
5650	167225.41
5651	38397.01
5652	123299.96
5653	6920.59
5654	166147.53
5655	39896.34
5656	276660.78
5657	143177.66
5658	87326.72
5659	260835.89
5660	288179.12
5661	128724.23
5662	100094.82
5663	10498.78
5664	21840.38
5665	256448.19
5666	185074.16
5667	246902.25
5668	292733.56
5669	59001.14
5670	413931.00
5671	278845.38
5672	37820.30
5673	84286.14
5674	22194.27
5675	75413.76
5676	48339.54
5677	42004.52
5678	42372.26
5679	25359.66
5680	397381.00
5681	305108.66
5682	219216.84
5683	340234.25
5684	454345.94
5685	91836.95
5686	806.68
5687	73976.17
5688	190382.38
5689	49415.41
5690	3333.41
5691	19483.01
5692	83442.01
5693	53919.46
5694	183966.94
5695	85961.58
5696	179000.53
5697	101128.07
5698	109385.22
5699	342870.97
5700	12688.26
5701	225195.08
5702	258474.72
5703	188962.81
5704	96639.15
5705	13887.97
5706	2234.87
5707	357859.66
5708	31865.05
5709	154668.78
5710	252009.66
5711	21348.87
5712	140040.83
5713	143102.80
5714	1238.08
5715	173953.70
5716	53747.37
5717	184600.23
5718	175677.95
5719	101368.87
5720	14865.64
5721	30613.57
5722	162338.80
5723	136970.14
5724	113289.63
5725	12923.89
5726	23753.11
5727	111908.20
5728	152475.25
5729	352851.66
5730	21351.40
5731	51480.34
5732	227111.30
5733	31384.70
5734	20270.67
5735	253526.09
5736	118702.66
5737	44115.47
5738	584727.94
5739	64895.08
5740	95678.85
5741	185592.89
5742	8499.13
5743	160425.27
5744	337771.88
5745	84832.44
5746	351263.16
5747	27446.28
5748	135454.08
5749	4927.60
5750	47814.10
5751	178439.81
5752	128893.36
5753	564366.06
5754	207413.02
5755	193048.19
5756	479241.22
5757	472635.06
5758	211579.58
5759	137765.70
5760	19792.87
5761	248493.84
5762	86113.13
5763	24910.61
5764	137166.64
5765	86420.76
5766	213351.53
5767	36195.17
5768	331774.69
5769	29821.73
5770	13966.63
5771	135840.03
5772	246056.03
5773	223698.41
5774	102648.90
5775	27606.79
5776	80184.27
5777	995.68
5778	296199.78
5779	106152.80
5780	511179.72
5781	110977.68
5782	347608.34
5783	89683.16
5784	331875.84
5785	203931.09
5786	111209.01
5787	129755.91
5788	78145.66
5789	121837.99
5790	5433.52
5791	14353.11
5792	34075.26
5793	89596.47
5794	3375.05
5795	123386.93
5796	49005.53
5797	51567.52
5798	19509.08
5799	45130.23
5800	214236.88
5801	171651.41
5802	152285.02
5803	385436.59
5804	66792.49
5805	113877.39
5806	44508.32
5807	43660.82
5808	14579.92
5809	161897.98
5810	21063.18
5811	185420.80
5812	69126.79
5813	153328.12
5814	140229.83
5815	21401.46
5816	236864.72
5817	1650.33
5818	159078.61
5819	8754.77
5820	383417.28
5821	11698.68
5822	267750.56
5823	53828.04
5824	93473.64
5825	51677.87
5826	32431.47
5827	12146.83
5828	416988.09
5829	92122.89
5830	23461.16
5831	24757.37
5832	404533.22
5833	162773.88
5834	48052.75
5835	22872.41
5836	14495.62
5837	109962.64
5838	779.25
5839	71320.69
5840	249392.80
5841	276345.03
5842	39325.23
5843	313.26
5844	17006.58
5845	18841.86
5846	164839.48
5847	17767.82
5848	88209.05
5849	162697.28
5850	128507.61
5851	348967.22
5852	74262.45
5853	79171.76
5854	270645.41
5855	172183.19
5856	191405.03
5857	35252.64
5858	13443.74
5859	109257.03
5860	231957.80
5861	127939.41
5862	23350.54
5863	229408.06
5864	342287.00
5865	1613.04
5866	108901.62
5867	24667.07
5868	137630.41
5869	173341.50
5870	753.26
5871	161971.61
5872	951.73
5873	333160.62
5874	360186.25
5875	12059.34
5876	151209.03
5877	127860.81
5878	70200.85
5879	380282.84
5880	1330.03
5881	349150.81
5882	93920.38
5883	855.65
5884	350548.25
5885	181811.47
5886	98973.30
5887	275620.97
5888	16049.39
5889	27824.02
5890	38907.09
5891	24542.36
5892	213389.27
5893	117394.52
5894	75741.68
5895	49072.62
5896	101023.94
5897	164473.42
5898	314349.84
5899	46267.65
5900	126695.73
5901	304619.47
5902	30761.32
5903	251634.95
5904	173233.17
5905	277462.62
5906	85693.76
5907	233698.73
5908	392713.88
5909	14448.40
5910	119244.66
5911	69896.88
5912	3527.37
5913	36427.46
5914	280715.44
5915	14299.54
5916	145571.78
5917	333734.38
5918	62812.68
5919	1214.83
5920	156688.27
5921	10439.30
5922	69993.88
5923	368153.03
5924	30894.51
5925	178743.22
5926	93254.50
5927	12926.27
5928	3572.80
5929	3993.06
5930	78963.81
5931	66883.20
5932	54783.72
5933	22420.99
5934	13886.91
5935	39515.77
5936	317835.78
5937	104233.24
5938	22301.54
5939	205935.97
5940	108646.95
5941	65319.17
5942	444431.59
5943	52080.46
5944	29297.68
5945	18097.53
5946	206651.86
5947	186599.91
5948	150493.84
5949	199687.36
5950	93068.21
5951	126665.35
5952	74035.87
5953	24749.01
5954	41708.76
5955	132855.03
5956	9498.92
5957	114437.52
5958	15375.94
5959	181169.66
5960	4428.18
5961	284240.16
5962	119184.16
5963	101064.19
5964	5960.39
5965	170394.64
5966	731228.25
5967	46545.71
5968	261121.17
5969	249932.92
5970	17041.21
5971	94423.34
5972	52121.42
5973	109494.72
5974	2815.54
5975	190519.34
5976	185180.84
5977	189208.08
5978	355255.97
5979	47654.56
5980	78752.76
5981	513389.47
5982	193027.53
5983	367084.28
5984	127463.94
5985	231375.88
5986	9373.23
5987	94117.55
5988	124607.98
5989	85383.05
5990	159715.39
5991	78554.18
5992	10158.46
5993	76403.78
5994	643805.56
5995	25052.91
5996	77974.93
5997	154884.48
5998	211612.08
5999	146755.42
6000	540783.75
6001	254472.91
6002	316475.84
6003	202935.45
6004	232717.66
6005	105535.26
6006	4868.60
6007	48287.37
6008	8926.00
6009	9149.64
6010	20231.85
6011	386818.28
6012	68725.84
6013	238589.30
6014	80016.16
6015	31909.90
6016	89010.72
6017	86628.50
6018	17073.65
6019	934666.75
6020	321057.38
6021	129896.55
6022	20266.75
6023	4020.31
6024	6468.74
6025	91533.58
6026	123320.70
6027	83779.37
6028	195682.39
6029	20803.05
6030	259066.05
6031	72782.13
6032	56521.09
6033	38056.37
6034	86607.09
6035	211158.58
6036	80434.88
6037	62071.75
6038	23664.19
6039	104355.39
6040	146001.31
6041	69108.39
6042	93522.29
6043	206628.22
6044	73807.48
6045	82156.21
6046	34214.46
6047	101752.82
6048	134436.44
6049	106505.75
6050	73662.26
6051	76666.54
6052	213861.72
6053	251280.23
6054	7587.53
6055	2803.32
6056	248220.81
6057	201364.12
6058	12631.26
6059	18958.77
6060	69421.88
6061	3084.30
6062	21448.20
6063	122267.27
6064	232734.44
6065	29117.26
6066	17135.73
6067	288887.59
6068	85654.98
6069	53129.35
6070	96273.50
6071	175920.30
6072	9819.07
6073	41740.42
6074	382797.09
6075	80032.74
6076	191198.30
6077	51613.03
6078	69528.27
6079	219260.83
6080	26750.85
6081	249451.16
6082	199413.81
6083	135252.89
6084	359093.94
6085	355549.59
6086	55468.38
6087	80033.80
6088	121285.71
6089	16126.86
6090	3134.05
6091	229587.50
6092	462402.94
6093	94696.07
6094	57485.10
6095	220738.70
6096	8900.90
6097	45907.22
6098	311567.72
6099	28814.66
6100	13662.32
6101	78570.99
6102	39840.36
6103	143431.02
6104	105340.59
6105	305375.19
6106	333152.84
6107	204192.08
6108	128660.77
6109	128248.06
6110	251582.97
6111	243624.03
6112	104029.98
6113	2481.53
6114	153919.72
6115	87519.23
6116	48613.08
6117	389901.88
6118	78045.96
6119	3560.07
6120	57867.04
6121	594916.94
6122	127325.42
6123	1298.51
6124	306203.06
6125	59645.63
6126	338976.31
6127	215062.39
6128	19563.51
6129	247955.48
6130	153965.83
6131	12835.77
6132	26837.86
6133	374131.75
6134	48886.38
6135	246358.16
6136	11512.98
6137	273121.06
6138	307908.78
6139	141179.55
6140	93345.53
6141	187529.31
6142	60273.95
6143	134784.97
6144	279813.25
6145	222128.08
6146	20626.92
6147	14039.69
6148	37138.96
6149	24833.41
6150	144820.58
6151	98820.38
6152	246438.02
6153	106800.98
6154	46648.98
6155	83166.05
6156	43045.56
6157	236259.58
6158	404097.94
6159	54928.04
6160	12153.21
6161	10240.02
6162	78834.96
6163	77715.30
6164	241502.22
6165	460917.50
6166	64859.82
6167	302170.38
6168	37157.32
6169	358768.06
6170	303110.38
6171	49843.12
6172	73929.14
6173	108586.09
6174	186824.55
6175	9271.57
6176	385368.25
6177	134768.55
6178	21767.71
6179	180153.22
6180	7557.06
6181	90476.56
6182	2526.66
6183	288819.06
6184	80515.69
6185	440680.75
6186	10629.16
6187	60667.97
6188	169013.02
6189	108093.93
6190	46939.59
6191	231884.61
6192	1094.73
6193	187415.53
6194	88610.48
6195	4744.49
6196	288192.66
6197	272267.88
6198	124836.66
6199	16374.38
6200	60126.05
6201	124618.23
6202	11855.35
6203	65323.12
6204	146398.98
6205	116435.32
6206	549279.62
6207	248598.47
6208	7918.12
6209	74675.12
6210	113818.21
6211	93824.11
6212	249376.70
6213	39559.26
6214	11381.17
6215	127622.73
6216	18201.03
6217	12585.74
6218	427942.25
6219	31158.09
6220	131393.30
6221	131317.73
6222	409053.28
6223	378251.03
6224	254353.30
6225	28561.75
6226	8468.19
6227	36678.90
6228	145840.17
6229	139459.39
6230	68175.89
6231	52119.14
6232	1952.77
6233	754.73
6234	108790.91
6235	32838.63
6236	167348.08
6237	184253.34
6238	754866.94
6239	81260.41
6240	222453.39
6241	286028.03
6242	164698.38
6243	151088.30
6244	401524.69
6245	12094.00
